construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_3.tif,val,26,13640,92x260x245,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_3_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_3_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_4.tif,train,11,8732,92x173x210,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_4_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_4_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_1.tif,train,38,79662,119x217x232,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_1_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_2.tif,val,57,214903,119x477x441,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_2_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_3.tif,val,21,43526,119x213x256,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_3_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_3_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_4.tif,train,255,180674,119x306x346,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_4_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_4_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_1.tif,train,32,148636,124x272x246,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_1_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_2.tif,train,27,25135,124x240x237,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_1_1.tif,train,23,14260,47x161x176,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_1_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_1_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_1_2.tif,train,32,20323,47x148x151,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_2_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_1_3.tif,train,42,15750,47x152x128,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_3_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_3_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_1_4.tif,train,9,9710,47x163x147,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_4_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_1_4_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_2_1.tif,val,76,22821,40x231x378,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_1_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_1_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_2_2.tif,train,26,4095,40x147x156,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_2_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_2_3.tif,train,9,2803,40x129x141,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_3_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_2_3_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_4_1.tif,train,16,11123,42x156x180,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_1_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_1_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_4_2.tif,train,98,25001,42x258x396,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_2_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_4_3.tif,train,154,13434,42x198x189,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_3_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_3_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample1_4_4.tif,train,15,8577,42x177x138,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_4_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample1_4_4_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_1.tif,train,52,12457,55x173x257,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_1_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_1_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_2.tif,train,14,5685,55x184x157,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_2_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_3.tif,train,28,4209,55x208x149,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_3_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_3_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_4.tif,train,22,8620,55x203x170,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_4_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_4_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_5.tif,val,90,24022,32x417x370,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_5_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_5_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample2_5_6.tif,val,38,15512,55x329x284,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_6_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample2_5_6_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_1.tif,train,12,12131,45x180x219,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_1_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_1_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_10.tif,train,39,9022,45x187x144,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_10_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_10_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_11.tif,train,23,16231,45x131x127,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_11_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_11_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_14.tif,train,18,7236,45x241x192,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_14_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_14_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_15.tif,train,27,6910,45x169x155,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_15_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_15_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_2.tif,train,18,3817,45x135x135,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_2_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_2_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_3.tif,train,86,25268,45x288x294,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_3_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_3_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_4.tif,val,207,15240,45x214x188,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_4_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_4_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_5.tif,val,43,16006,45x172x281,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_5_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_5_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_6.tif,val,35,6450,45x169x97,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_6_img.tif,val/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_6_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_7.tif,train,18,8648,45x220x202,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_7_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_7_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_8.tif,train,122,23103,45x255x239,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_8_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_8_masks.tif
JABr,20240516_JABr_40uMDFHBI_20-40_Sample3_3_9.tif,train,40,17807,45x169x251,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_9_img.tif,train/JABr__20240516_JABr_40uMDFHBI_20-40_Sample3_3_9_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_1_sphere.tif,train,56,3057,41x166x145,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_1_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_1_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_2_irregular.tif,train,8,42488,41x156x195,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_2_irregular_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_2_irregular_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_3_irregular.tif,train,4,51014,41x174x141,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_3_irregular_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_3_irregular_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_4_irregular.tif,val,4,50997,41x174x161,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_4_irregular_img.tif,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_1_4_irregular_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_1_nuc and cyto_2 cells.tif,val,274,39591,46x273x223,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_1_nuc and cyto_2 cells_img.tif,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_1_nuc and cyto_2 cells_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_2_irre.tif,train,34,36794,46x150x180,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_2_irre_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_2_irre_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_3_nuc sphere_2 cells.tif,train,9,3853,46x162x128,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_3_nuc sphere_2 cells_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_2_3_nuc sphere_2 cells_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_3_1_sphere.tif,train,38,2340,42x219x211,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_3_1_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_3_1_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_4_1_nuc and cyto.tif,train,24,2003,44x204x155,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_4_1_nuc and cyto_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample1_4_1_nuc and cyto_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_1_nuc and cyto.tif,train,142,4468,43x150x128,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_1_nuc and cyto_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_1_nuc and cyto_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_2_irre.tif,train,5,42056,43x189x183,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_2_irre_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_1_2_irre_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_1_nuc and cyto.tif,train,185,14982,47x153x140,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_1_nuc and cyto_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_1_nuc and cyto_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_2_nuc and cyto_layers.tif,train,86,7236,47x136x161,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_2_nuc and cyto_layers_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_2_2_nuc and cyto_layers_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_3_2_nuc and cyto.tif,val,120,15181,46x147x144,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_3_2_nuc and cyto_img.tif,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_3_2_nuc and cyto_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_4_2_sphere.tif,train,20,5007,38x225x163,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_4_2_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample2_4_2_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_1_sphere.tif,train,19,9477,45x116x149,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_1_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_1_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_2_sphere.tif,train,13,14386,45x175x177,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_2_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_1_2_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_2_1_irre.tif,val,4,50672,43x150x165,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_2_1_irre_img.tif,val/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_2_1_irre_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_3_1_sphere.tif,train,6,3684,45x192x201,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_3_1_sphere_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_3_1_sphere_masks.tif
JABr MS2_mCherry,20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_4_1_cyto_2 cells.tif,train,97,21607,45x333x195,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_4_1_cyto_2 cells_img.tif,train/JABr_MS2_mCherry__20240718_JABr-MS2_mCherry_NucDFHBI_20-40-20_Sample3_4_1_cyto_2 cells_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_1.tif,val,53,2373,25x90x142,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_1_img.tif,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_1_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_2.tif,train,70,9122,45x120x206,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_2_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_2_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_3.tif,train,20,1709,45x71x147,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_3_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_3_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_4.tif,train,27,13308,45x220x182,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_4_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_4_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_5.tif,train,27,4333,31x230x191,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_5_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_5_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_6.tif,train,119,8214,45x152x308,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_6_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_6_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_7.tif,val,8,833,45x121x98,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_7_img.tif,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_7_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_8.tif,train,14,899,45x103x140,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_8_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_8_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_1_9.tif,val,33,946,45x176x165,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_9_img.tif,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_1_9_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_1.tif,val,8,667,51x188x134,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_1_img.tif,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_1_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_2.tif,val,34,3903,51x107x152,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_2_img.tif,val/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_2_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_3.tif,train,13,1421,51x222x135,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_3_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_3_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_4.tif,train,47,2985,51x163x181,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_4_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_4_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_5.tif,train,27,5704,51x199x210,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_5_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_5_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_6.tif,train,52,2033,31x288x346,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_6_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_6_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample1_3_7.tif,train,11,1584,51x147x96,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_7_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample1_3_7_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample2_1_1.tif,train,114,2557,51x364x242,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_1_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_1_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample2_1_2.tif,train,48,3226,51x296x164,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_2_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_2_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample2_1_3.tif,train,21,3429,51x196x170,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_3_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_3_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample2_1_4.tif,train,16,1684,24x156x254,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_4_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_4_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample2_1_5.tif,train,6,1115,51x198x223,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_5_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample2_1_5_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample3_1_1.tif,train,6,1241,48x190x178,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_1_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_1_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample3_1_2.tif,train,12,1048,48x324x161,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_2_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_2_masks.tif
JABr_2arm,20240525_JABr_2arm_40uMDFHBI_Sample3_1_3.tif,train,4,585,48x147x144,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_3_img.tif,train/JABr_2arm__20240525_JABr_2arm_40uMDFHBI_Sample3_1_3_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_1_1.tif,train,65,9395,45x208x262,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_1_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_1_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_1_2.tif,train,150,12165,45x284x278,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_2_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_2_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_1_3.tif,train,697,38434,45x291x249,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_3_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_3_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_1_4.tif,train,497,15407,31x141x197,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_4_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_1_4_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_2_1.tif,val,21,11706,47x190x208,val/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_1_img.tif,val/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_1_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_2_2.tif,train,43,9785,47x195x144,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_2_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_2_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_2_3.tif,val,42,3541,47x196x214,val/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_3_img.tif,val/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_3_masks.tif
JABr_4arm,20240525_JABr_4arm_40uMDFHBI_Sample1_2_4.tif,train,40,12454,47x184x210,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_4_img.tif,train/JABr_4arm__20240525_JABr_4arm_40uMDFHBI_Sample1_2_4_masks.tif
